winner,home,points,school,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns
0,0,14,Stephen F. Austin,1.0,0.0,0.0,0.0,1.0,39.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,38.0,1.0,2.0,3.0,1.0,1.0,2.0,0.1111111111111111,4.2,23.0,97.0,6.3,0.6666666666666666,133.0,230.0,1.0,0.375,14.0
1,1,24,UTEP,2.0,0.0,0.0,0.0,1.0,19.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,25.0,1.0,3.0,0.0,1.0,1.0,2.0,0.1,4.1,37.0,152.0,7.6,0.6071428571428571,212.0,364.0,0.5,0.6153846153846154,19.0
0,1,3,Navy,0.0,12.0,0.0,1.0,0.0,20.0,0.0,1.0,3.0,9.0,0.0,1.0,0.0,0.0,4.0,0.0,33.0,0.0,1.0,1.0,0.0,1.0,1.0,0.1111111111111111,3.1,39.0,119.0,3.8,0.5,30.0,149.0,0.0,0.16666666666666666,7.0
1,0,55,BYU,5.0,-2.0,0.0,1.0,2.0,38.0,0.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,32.0,5.0,3.0,2.0,1.0,0.0,1.0,0.2,6.1,49.0,301.0,12.7,0.7272727272727273,279.0,580.0,0.5,0.5454545454545454,28.0
1,1,42,Army,5.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,6.0,43.0,1.0,2.0,2.0,0.0,6.0,1.0,31.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0945945945945946,5.5,62.0,340.0,7.0,0.5,28.0,368.0,1.0,0.8666666666666667,24.0
0,0,0,Middle Tennessee,0.0,0.0,0.0,0.0,0.0,82.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,1.0,1.0,2.0,2.0,4.0,0.09433962264150944,3.1,24.0,75.0,4.5,0.6666666666666666,109.0,184.0,1.0,0.3333333333333333,13.0
0,0,31,Houston Christian,1.0,0.0,0.0,1.0,3.0,63.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,41.0,0.0,1.0,4.0,0.0,0.0,0.0,0.11538461538461539,3.7,24.0,89.0,7.7,0.6290322580645161,480.0,569.0,0.5,0.4444444444444444,28.0
1,1,57,North Texas,4.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,38.0,1.0,4.0,2.0,1.0,0.0,1.0,0.125,6.9,52.0,360.0,10.6,0.6176470588235294,361.0,721.0,1.0,0.6470588235294118,33.0
0,0,24,Arkansas State,2.0,0.0,0.0,0.0,1.0,38.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,49.0,0.0,0.0,1.0,2.0,1.0,3.0,0.1,3.6,35.0,125.0,6.8,0.6363636363636364,299.0,424.0,0.6666666666666666,0.4,25.0
1,1,37,Memphis,1.0,0.0,0.0,0.0,4.0,24.0,0.0,2.0,7.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,49.0,3.0,4.0,5.0,1.0,0.0,1.0,0.11764705882352941,4.7,47.0,223.0,7.6,0.7222222222222222,275.0,498.0,1.0,0.5294117647058824,29.0
0,1,24,Texas State,1.0,0.0,0.0,0.0,2.0,19.0,0.0,1.0,6.0,45.0,0.0,2.0,1.0,0.0,5.0,0.0,43.0,1.0,2.0,2.0,1.0,1.0,2.0,0.09302325581395349,5.0,38.0,189.0,5.8,0.5384615384615384,227.0,416.0,0.6666666666666666,0.375,22.0
1,0,31,SMU,3.0,30.0,0.0,1.0,1.0,43.0,0.0,2.0,7.0,2.0,0.0,1.0,1.0,0.0,7.0,0.0,42.0,2.0,4.0,6.0,2.0,1.0,3.0,0.1111111111111111,4.0,44.0,177.0,10.2,0.7222222222222222,367.0,544.0,0.0,0.42857142857142855,26.0
0,0,35,Central Arkansas,1.0,2.0,0.0,2.0,3.0,116.0,0.0,4.0,5.0,34.0,0.0,1.0,2.0,0.0,8.0,1.0,61.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,4.8,21.0,100.0,4.2,0.5434782608695652,193.0,293.0,0.0,0.0,0.0
1,1,45,UAB,3.0,-2.0,0.0,1.0,3.0,49.0,0.0,3.0,9.0,19.0,0.0,1.0,2.0,0.0,5.0,0.0,39.0,2.0,5.0,5.0,1.0,2.0,3.0,0.0,4.8,49.0,233.0,6.6,0.7058823529411765,226.0,459.0,0.0,0.0,0.0
0,1,21,Southern Miss,2.0,0.0,0.0,0.0,0.0,61.0,0.0,2.0,7.0,23.0,0.0,2.0,0.0,0.0,2.0,0.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,2.6,37.0,95.0,9.8,0.6875,314.0,409.0,0.5,0.35714285714285715,20.0
1,0,32,South Alabama,1.0,0.0,0.0,0.0,3.0,27.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,23.0,2.0,3.0,2.0,2.0,0.0,2.0,0.10526315789473684,4.3,38.0,163.0,12.1,0.6,363.0,526.0,1.0,0.5833333333333334,23.0
1,1,59,Marshall,3.0,12.0,0.0,3.0,5.0,24.0,0.0,1.0,11.0,-7.0,0.0,1.0,0.0,0.0,4.0,0.0,18.0,2.0,3.0,0.0,0.0,0.0,0.0,0.13333333333333333,5.2,54.0,282.0,11.9,0.7586206896551724,345.0,627.0,1.0,0.7,34.0
0,0,0,Eastern Kentucky,0.0,0.0,0.0,0.0,0.0,65.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,2.0,1.0,2.0,1.0,0.0,1.0,0.15,2.8,31.0,86.0,5.0,0.625,80.0,166.0,0.0,0.25,7.0
0,0,13,Duke,1.0,23.0,0.0,4.0,0.0,41.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,47.0,3.0,2.0,0.0,0.0,2.0,2.0,0.12903225806451613,2.5,30.0,75.0,7.0,0.5405405405405406,259.0,334.0,0.0,0.26666666666666666,18.0
1,1,27,Notre Dame,2.0,3.0,0.0,1.0,1.0,90.0,0.0,4.0,9.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,38.0,3.0,8.0,6.0,1.0,0.0,1.0,0.10256410256410256,4.2,42.0,178.0,8.5,0.6129032258064516,263.0,441.0,1.0,0.4375,24.0
1,0,35,Arkansas State,0.0,0.0,0.0,0.0,5.0,78.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,44.0,2.0,4.0,3.0,1.0,1.0,2.0,0.06896551724137931,4.8,33.0,159.0,8.7,0.6578947368421053,330.0,489.0,0.0,0.46153846153846156,26.0
0,1,31,Kansas State,2.0,26.0,0.0,3.0,2.0,60.0,0.0,5.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,50.0,3.0,2.0,5.0,0.0,0.0,0.0,0.09411764705882353,2.3,39.0,91.0,9.4,0.6,283.0,374.0,1.0,0.09090909090909091,21.0
1,0,31,Louisiana,1.0,89.0,1.0,3.0,1.0,137.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,46.0,1.0,3.0,5.0,0.0,0.0,0.0,0.1,3.4,35.0,118.0,7.3,0.6190476190476191,154.0,272.0,1.0,0.42857142857142855,14.0
0,1,14,Iowa State,2.0,-3.0,0.0,4.0,0.0,77.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,32.0,3.0,1.0,2.0,1.0,1.0,2.0,0.125,4.4,36.0,158.0,4.1,0.45714285714285713,145.0,303.0,0.3333333333333333,0.4375,18.0
0,0,33,Houston Christian,0.0,0.0,0.0,0.0,4.0,37.0,0.0,2.0,9.0,15.0,0.0,1.0,0.0,0.0,3.0,0.0,56.0,0.0,2.0,4.0,1.0,0.0,1.0,0.16666666666666666,1.2,24.0,28.0,11.2,0.6078431372549019,572.0,600.0,0.5,0.4666666666666667,28.0
1,1,35,Texas Tech,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,37.0,3.0,8.0,7.0,1.0,0.0,1.0,0.125,4.5,43.0,194.0,8.3,0.7307692307692307,430.0,624.0,0.0,0.6666666666666666,35.0
1,0,38,Coastal Carolina,2.0,0.0,0.0,0.0,3.0,17.0,0.0,1.0,8.0,11.0,0.0,2.0,1.0,0.0,12.0,0.0,53.0,3.0,1.0,3.0,0.0,0.0,0.0,0.08333333333333333,4.4,42.0,185.0,7.4,0.6111111111111112,133.0,318.0,1.0,0.5714285714285714,19.0
0,1,23,Kansas,1.0,0.0,0.0,0.0,2.0,95.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,0.0,0.0,3.0,2.0,1.0,3.0,0.14285714285714285,4.7,38.0,178.0,5.4,0.6,189.0,367.0,0.6666666666666666,0.36363636363636365,23.0
0,0,10,Eastern Kentucky,0.0,0.0,0.0,0.0,1.0,101.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,63.0,0.0,0.0,2.0,1.0,0.0,1.0,0.12307692307692308,2.3,32.0,75.0,7.7,0.5294117647058824,131.0,206.0,0.0,0.09090909090909091,9.0
1,1,56,West Virginia,5.0,21.0,0.0,6.0,3.0,45.0,0.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,33.0,4.0,0.0,1.0,0.0,0.0,0.0,0.09411764705882353,6.5,51.0,329.0,8.4,0.7142857142857143,295.0,624.0,0.5,0.6153846153846154,31.0
1,1,59,Texas,1.0,18.0,0.0,4.0,7.0,22.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,36.0,2.0,2.0,5.0,0.0,0.0,0.0,0.1,6.7,31.0,209.0,11.7,0.7073170731707317,481.0,690.0,0.0,0.5,28.0
0,0,3,UTEP,0.0,-1.0,0.0,1.0,0.0,13.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,0.0,1.0,2.0,1.0,0.0,1.0,0.1590909090909091,1.7,32.0,53.0,4.9,0.48717948717948717,190.0,243.0,0.3333333333333333,0.1875,14.0
0,1,48,Texas State,2.0,149.0,1.0,4.0,4.0,115.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,43.0,1.0,0.0,2.0,2.0,0.0,2.0,0.10909090909090909,3.4,37.0,125.0,8.7,0.675,349.0,474.0,0.5,0.3333333333333333,26.0
1,0,51,UTSA,4.0,16.0,0.0,3.0,1.0,30.0,0.0,2.0,15.0,84.0,1.0,2.0,0.0,0.0,14.0,1.0,40.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0873015873015873,6.5,51.0,330.0,5.5,0.7419354838709677,169.0,499.0,0.0,0.4117647058823529,24.0
1,1,35,Louisville,2.0,7.0,0.0,1.0,3.0,17.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,32.0,3.0,3.0,2.0,1.0,1.0,2.0,0.1,3.8,38.0,144.0,10.1,0.5588235294117647,343.0,487.0,0.3333333333333333,0.5625,22.0
0,0,21,Western Kentucky,2.0,23.0,0.0,1.0,1.0,39.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,45.0,1.0,2.0,2.0,0.0,1.0,1.0,0.17391304347826086,3.4,35.0,119.0,5.6,0.43478260869565216,129.0,248.0,0.3333333333333333,0.3333333333333333,12.0
0,0,6,The Citadel,0.0,8.0,0.0,2.0,0.0,60.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,52.0,3.0,0.0,1.0,1.0,2.0,3.0,0.1111111111111111,3.7,54.0,200.0,4.7,0.2222222222222222,84.0,284.0,1.0,0.4444444444444444,16.0
1,1,27,South Florida,2.0,0.0,1.0,3.0,1.0,12.0,0.0,1.0,3.0,18.0,0.0,1.0,2.0,0.0,7.0,1.0,45.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1,7.7,39.0,302.0,4.1,0.72,102.0,404.0,0.0,0.4166666666666667,20.0
0,1,24,South Alabama,1.0,-1.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,34.0,0.0,2.0,5.0,0.0,1.0,1.0,0.12307692307692308,2.2,35.0,78.0,8.7,0.5945945945945946,323.0,401.0,0.0,0.5,20.0
1,0,27,Tulane,4.0,23.0,0.0,2.0,0.0,65.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,38.0,5.0,3.0,3.0,0.0,1.0,1.0,0.08888888888888889,5.2,39.0,201.0,6.3,0.4666666666666667,190.0,391.0,0.3333333333333333,0.18181818181818182,22.0
1,1,35,App State,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,44.0,0.0,2.0,0.0,0.0,6.0,0.0,28.0,1.0,5.0,7.0,1.0,2.0,3.0,0.1076923076923077,6.2,50.0,308.0,9.7,0.6666666666666666,204.0,512.0,0.0,0.6,29.0
0,0,20,Charlotte,1.0,7.0,0.0,1.0,0.0,147.0,1.0,5.0,8.0,-2.0,0.0,1.0,2.0,0.0,5.0,1.0,32.0,0.0,0.0,0.0,2.0,0.0,2.0,0.07936507936507936,4.9,30.0,146.0,4.7,0.36666666666666664,140.0,286.0,0.0,0.2857142857142857,16.0
1,1,31,Miami,3.0,20.0,0.0,3.0,1.0,41.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,1.0,6.0,7.0,0.0,1.0,1.0,0.1,6.8,51.0,345.0,5.9,0.6666666666666666,158.0,503.0,1.0,0.4117647058823529,25.0
0,0,14,UAB,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,50.0,2.0,2.0,1.0,0.0,0.0,0.0,0.14864864864864866,3.1,26.0,80.0,5.9,0.5428571428571428,205.0,285.0,0.0,0.2,14.0
1,1,37,Army,5.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,20.0,2.0,0.0,4.0,0.0,1.0,1.0,0.10810810810810811,6.7,65.0,436.0,5.8,0.2,29.0,465.0,0.75,0.5384615384615384,24.0
0,0,7,UL Monroe,0.0,4.0,0.0,1.0,1.0,122.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,37.0,4.0,3.0,0.0,1.0,1.0,2.0,0.13333333333333333,1.9,20.0,37.0,6.8,0.6666666666666666,163.0,200.0,0.0,0.3333333333333333,9.0
0,0,26,Campbell,2.0,0.0,0.0,0.0,2.0,42.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,34.0,0.0,2.0,4.0,0.0,0.0,0.0,0.08695652173913043,4.3,31.0,132.0,8.8,0.6296296296296297,237.0,369.0,0.5,0.38461538461538464,17.0
1,1,27,Georgia Southern,2.0,0.0,0.0,1.0,1.0,43.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,2.0,2.0,1.0,0.0,1.0,1.0,0.18518518518518517,5.8,49.0,284.0,4.1,0.5333333333333333,62.0,346.0,0.5,0.36363636363636365,20.0
1,1,55,Pittsburgh,6.0,39.0,1.0,2.0,1.0,9.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,33.0,3.0,3.0,5.0,0.0,0.0,0.0,0.13333333333333333,4.2,35.0,147.0,11.0,0.6785714285714286,309.0,456.0,0.0,0.6,20.0
0,0,0,Austin Peay,0.0,8.0,0.0,1.0,0.0,93.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,37.0,1.0,1.0,2.0,2.0,0.0,2.0,0.17857142857142858,0.5,21.0,10.0,4.1,0.48484848484848486,136.0,146.0,1.0,0.25,7.0
1,0,16,Georgia Tech,1.0,21.0,0.0,2.0,1.0,60.0,0.0,4.0,4.0,11.0,0.0,1.0,2.0,0.0,6.0,0.0,46.0,3.0,3.0,7.0,2.0,0.0,2.0,0.125,4.0,40.0,161.0,8.1,0.6764705882352942,277.0,438.0,1.0,0.5,24.0
0,1,13,Florida State,0.0,15.0,0.0,1.0,1.0,75.0,0.0,3.0,7.0,74.0,0.0,2.0,0.0,0.0,6.0,0.0,48.0,1.0,2.0,5.0,1.0,2.0,3.0,0.14545454545454545,2.6,35.0,90.0,4.4,0.5111111111111111,198.0,288.0,0.6,0.35294117647058826,21.0
0,1,13,Wake Forest,0.0,38.0,0.0,3.0,1.0,27.0,0.0,1.0,7.0,5.0,0.0,1.0,0.0,0.0,5.0,0.0,49.0,2.0,0.0,3.0,0.0,0.0,0.0,0.16666666666666666,1.0,33.0,34.0,7.7,0.5,293.0,327.0,0.0,0.2777777777777778,15.0
1,0,37,Clemson,3.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,43.0,6.0,3.0,5.0,1.0,0.0,1.0,0.09090909090909091,4.0,46.0,185.0,10.4,0.7222222222222222,376.0,561.0,0.0,0.5333333333333333,27.0
0,0,6,Syracuse,0.0,33.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,29.0,0.0,2.0,1.0,0.0,8.0,0.0,48.0,2.0,2.0,4.0,1.0,0.0,1.0,0.13333333333333333,1.9,35.0,68.0,3.5,0.42105263157894735,134.0,202.0,0.0,0.21052631578947367,15.0
