winner,home,points,school,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns
1,1,79,Fresno State,7.0,3.0,0.0,2.0,1.0,12.0,0.0,1.0,13.0,57.0,1.0,5.0,2.0,1.0,4.0,1.0,29.0,1.0,3.0,4.0,0.0,0.0,0.0,0.1111111111111111,5.4,44.0,239.0,8.5,0.7241379310344828,247.0,486.0,1.0,0.6153846153846154,24.0
0,0,13,Idaho,1.0,0.0,0.0,0.0,1.0,114.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,36.0,1.0,0.0,1.0,5.0,2.0,7.0,0.2,3.2,32.0,102.0,6.2,0.42424242424242425,205.0,307.0,1.0,0.23076923076923078,15.0
0,0,17,Michigan,1.0,4.0,0.0,2.0,0.0,120.0,1.0,2.0,5.0,19.0,0.0,1.0,0.0,1.0,7.0,1.0,39.0,2.0,3.0,3.0,1.0,1.0,2.0,0.1346153846153846,1.8,33.0,58.0,6.9,0.6666666666666666,249.0,307.0,0.0,0.46153846153846156,20.0
1,1,24,Notre Dame,2.0,0.0,0.0,0.0,1.0,20.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,45.0,3.0,6.0,3.0,1.0,0.0,1.0,0.1,2.8,47.0,132.0,7.7,0.5454545454545454,170.0,302.0,1.0,0.4666666666666667,21.0
0,0,0,Austin Peay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,31.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,3.1,29.0,91.0,2.9,0.6190476190476191,61.0,152.0,0.0,0.15384615384615385,7.0
1,1,45,Georgia,3.0,14.0,0.0,4.0,3.0,24.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,23.0,0.0,0.0,1.0,0.0,1.0,1.0,0.075,8.6,33.0,284.0,8.3,0.7777777777777778,224.0,508.0,0.0,0.4444444444444444,21.0
0,0,6,Charleston Southern,1.0,0.0,0.0,0.0,0.0,83.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,32.0,0.0,1.0,5.0,1.0,2.0,3.0,0.12,5.2,43.0,222.0,0.2,0.3125,3.0,225.0,0.3333333333333333,0.21428571428571427,9.0
1,1,53,Florida,1.0,17.0,0.0,2.0,5.0,2.0,0.0,2.0,15.0,0.0,0.0,1.0,2.0,3.0,8.0,0.0,26.0,3.0,6.0,3.0,0.0,0.0,0.0,0.15,5.2,39.0,203.0,8.9,0.7037037037037037,241.0,444.0,0.5,0.2222222222222222,25.0
1,0,40,West Virginia,0.0,-1.0,0.0,1.0,5.0,52.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,39.0,2.0,2.0,3.0,0.0,1.0,1.0,0.11428571428571428,4.4,27.0,118.0,12.6,0.7352941176470589,429.0,547.0,0.0,0.5555555555555556,26.0
0,1,14,Tennessee,1.0,6.0,0.0,1.0,1.0,71.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,32.0,2.0,3.0,2.0,0.0,0.0,0.0,0.125,3.4,38.0,129.0,6.9,0.76,172.0,301.0,0.6666666666666666,0.35714285714285715,19.0
